assessment status,Site_Latitude,Site_Longitude
none,47.790385,-122.374267
none,47.798812,-122.362169
none,47.786822,-122.369194
none,47.782357,-122.360581
none,46.994007,-120.52711
none,46.990859,-120.53982
none,46.991899,-120.54307
none,46.99408,-120.52236
none,47.664294,-120.225706
none,47.664421,-120.225582
none,47.309786,-122.005151
none,47.210471,-121.996188
none,47.191299,-122.006243
none,47.187102,-122.007822
none,47.206814,-121.993516
none,47.187552,-122.011739
none,47.185444,-122.014815
none,47.228841,-122.058146
none,47.317243,-119.539636
none,47.314337,-119.551288
none,45.656886,-122.521556
none,45.636146,-122.526667
none,48.309401,-118.138941
none,48.861922,-122.624594
none,48.852624,-122.593434
none,48.85076,-122.605797
none,48.832708,-122.541155
none,48.86227,-122.60285
none,48.860124,-122.60184
none,47.248671,-122.31046
none,47.247599,-122.30801
none,46.143695,-119.053037
none,46.154856,-119.0344
none,46.154117,-119.035628
none,46.1553,-119.0376
none,47.517736,-117.1948
none,47.013487,-117.140452
none,45.815077,-120.813788
none,45.816533,-120.816823
none,47.938213,-119.005431
none,46.254868,-119.92102
none,46.254311,-119.888936
none,46.347339,-120.194322
none,46.346518,-120.18971
none,48.08747,-121.983124
none,47.686635,-117.518354
none,47.080422,-123.019365
none,46.983154,-123.905375
none,46.977419,-123.855899
none,46.640792,-118.557011
none,46.009107,-122.838843
none,46.008404,-122.839648
none,48.078622,-118.68766
none,46.159543,-122.908351
none,46.179931,-122.925813
none,46.150956,-122.893852
none,46.149346,-122.918365
none,46.154514,-122.904567
none,46.188085,-119.135826
none,46.172477,-119.126254
none,46.2082,-119.19025
none,46.218164,-119.16884
none,46.205328,-119.177944
none,46.177523,-119.149335
none,46.216776,-119.186924
none,46.189497,-119.18679
none,46.197596,-119.203563
none,46.197973,-119.13164
none,46.2053,-119.13609
none,46.196475,-119.2173
none,46.191067,-119.16512
none,46.1836,-119.1843
none,46.218036,-119.235
none,46.219183,-119.201215
none,46.2277,-119.219
none,46.18855,-119.11894
none,48.606285,-118.05381
none,48.6,-118.0587
none,48.602638,-118.05595
none,46.9873,-120.4197
none,45.81633,-121.15366
none,45.864982,-122.656705
none,46.815278,-117.874315
none,47.460052,-123.897417
none,47.646988,-122.03789
none,47.613585,-122.03129
none,47.667541,-122.06077
none,47.618698,-122.01701
none,47.715324,-122.198836
none,47.727684,-122.165163
none,47.628717,-122.021
none,47.699315,-122.124396
none,47.621071,-122.02743
none,47.203619,-117.9009
none,47.38413,-117.319374
none,47.382117,-117.320956
none,46.9734,-118.6179
none,46.974981,-118.61723
none,48.064942,-117.630889
none,48.507417,-122.80131
none,45.617858,-121.179095
none,45.6941,-121.2804
none,48.94917,-122.465079
none,48.952381,-122.428692
none,48.958812,-122.426697
none,47.88985,-120.153166
none,47.891506,-120.153714
none,48.06018,-117.745459
none,48.060571,-117.745302
none,48.054895,-122.148741
none,48.073678,-122.143492
none,48.077306,-122.144557
none,48.101825,-122.17158
none,48.065877,-122.17229
none,48.029953,-122.143783
none,47.049248,-123.26583
none,47.762734,-117.416925
none,47.8085,-117.34308
none,47.735385,-117.41506
none,47.775923,-117.38012
none,47.767041,-117.421499
none,47.736709,-117.454281
none,47.770021,-117.41443
none,47.799614,-117.358741
none,47.8098,-117.396211
none,47.788513,-117.32319
none,47.775608,-117.38326
none,47.7339,-117.4011
none,45.757584,-121.649393
none,47.887427,-121.96799
none,47.853549,-121.981679
none,47.804334,-122.10185
none,47.8815,-121.9384
none,47.856257,-121.97567
none,47.853488,-121.979152
none,46.98435,-123.58059
none,46.983995,-123.597163
none,46.985653,-123.60617
none,46.530893,-122.485496
none,46.378377,-120.73211
none,46.379092,-120.732377
none,48.823,-122.332
none,45.563842,-122.23029
none,48.441935,-122.30006
none,48.4069,-122.31796
none,48.431086,-122.31198
none,48.412395,-122.31176
none,48.412395,-122.31176
none,48.42401,-122.32699
none,48.42,-122.3487
none,47.910854,-122.244085
none,47.911494,-122.242765
none,47.902558,-122.30386
none,47.891884,-122.233982
none,47.885099,-122.311485
none,47.912014,-122.247206
none,47.894364,-122.269661
none,47.9027,-122.299845
none,47.920533,-122.237514
none,47.90076,-122.302307
none,47.888701,-122.236215
none,47.932859,-122.302393
none,47.89974,-122.236576
none,47.930213,-122.30136
none,47.872362,-122.312828
none,47.872323,-122.2972
none,47.891969,-122.237917
none,48.178557,-117.053061
none,48.176884,-117.056075
none,47.817901,-117.583741
none,47.808993,-117.558123
none,47.829184,-117.599155
none,47.779931,-117.551591
none,48.909497,-122.360334
none,48.964246,-122.308311
none,48.920729,-122.327116
none,48.9942,-122.259991
none,46.595314,-119.152899
none,46.66288,-118.872739
none,46.575103,-119.00156
none,46.660919,-118.857051
none,46.662199,-118.854827
none,47.791404,-122.658946
none,47.796292,-122.516408
none,47.807477,-122.552972
none,47.704193,-122.654065
none,47.795599,-122.525739
none,47.734032,-122.625679
none,47.7307,-122.618383
none,47.733012,-122.62235
none,47.8026,-122.516348
none,47.7355,-122.556522
none,47.763683,-122.674333
none,47.000838,-122.805118
none,47.007891,-122.800242
none,48.911741,-117.788847
none,47.737367,-122.251342
none,47.758789,-122.080361
none,47.759977,-122.219015
none,47.782663,-122.201271
none,47.740699,-122.042792
none,47.820155,-122.179237
none,47.7956,-122.23632
none,47.751984,-122.14077
none,47.740453,-122.22253
none,47.76722,-122.2457
none,47.776126,-122.253933
none,47.781834,-122.15947
none,47.767032,-122.116
none,47.778765,-122.255393
none,47.769679,-122.198297
none,47.738288,-122.229962
none,47.797617,-122.200264
none,47.803462,-122.19046
none,47.727588,-122.10865
none,47.766015,-122.05057
none,47.767698,-122.120102
none,47.770411,-122.22417
none,47.768474,-122.167462
none,47.770892,-122.16143
none,47.741268,-122.17656
none,47.1268,-117.2434
none,47.1268,-117.2434
none,46.840152,-123.240372
none,47.330848,-118.6882
none,47.330707,-118.689301
none,48.358495,-119.592446
none,48.364779,-119.585549
none,47.043706,-122.887664
none,47.050806,-122.934709
none,47.005089,-122.86147
none,47.047819,-122.919851
none,47.051999,-122.9278
none,47.062,-122.9541
none,47.0713,-122.92593
none,47.029799,-122.89887
none,47.018652,-122.85626
none,47.043486,-122.97917
none,47.017176,-122.88468
none,47.019167,-122.879013
none,47.064608,-122.89153
none,47.056601,-122.88531
none,47.020844,-122.86872
none,48.405915,-119.515862
none,48.417998,-119.51751
none,48.409557,-119.533903
none,48.410504,-119.5336
none,46.5817,-122.7185
none,46.581731,-122.719957
none,48.783595,-117.809775
none,48.698709,-122.903194
none,48.867978,-118.205
none,47.640786,-120.216219
none,48.934303,-119.43896
none,47.10205,-122.209285
none,46.819213,-119.162996
none,46.8307,-119.1649
none,46.817909,-119.164053
none,46.817859,-119.15968
none,46.8228,-119.1661
none,46.819698,-119.15288
none,46.912208,-117.070938
none,47.294504,-122.6216
none,47.240685,-122.77134
none,47.291711,-122.591198
none,47.292239,-122.593404
none,47.307235,-122.758433
none,47.305335,-122.678299
none,47.384319,-122.619355
none,47.311216,-122.580613
none,47.344781,-122.770327
none,47.258171,-123.00092
none,47.257966,-123.00244
none,48.114846,-122.771857
none,46.298454,-118.318233
none,46.2976,-118.3199
none,46.208545,-119.75309
none,46.200537,-119.774916
none,46.211716,-119.752583
none,46.235286,-119.70864
none,46.740362,-117.18103
none,46.7476,-117.1857
none,46.7275,-117.188
none,47.2385,-122.28303
none,47.539175,-124.252375
none,46.883122,-122.692693
none,46.88591,-122.689367
none,46.886523,-122.688757
none,48.64211,-118.7273
none,45.797249,-122.71438
none,47.126082,-118.36999
none,47.12613,-118.36844
none,47.651572,-121.9119
none,47.735336,-121.9527
none,47.747152,-121.9824
none,47.700826,-121.909668
none,47.642605,-121.914877
none,46.794439,-123.045779
none,46.798774,-123.043716
none,46.820926,-123.091
none,45.740944,-120.21946
none,47.230829,-117.3689
none,48.528029,-123.01491
none,48.5358,-123.02194
none,48.534889,-123.020492
none,48.678109,-123.215702
none,46.664497,-120.528664
none,48.861176,-117.374226
none,48.818667,-117.398466
none,47.215757,-123.108822
none,47.232798,-123.120331
none,47.9687,-122.0672
none,47.919,-122.0994
none,47.389491,-119.488196
none,47.38702,-119.497191
none,47.438648,-122.648158
none,47.515749,-122.653648
none,47.524206,-122.627353
none,47.499108,-122.619893
none,47.505892,-122.531348
none,47.529406,-122.600348
none,47.551147,-122.555585
none,47.528451,-122.603045
none,47.467731,-122.603797
none,47.432119,-122.571565
none,47.527437,-122.599475
none,47.50622,-122.653902
none,47.518259,-122.545477
none,47.537875,-122.624433
none,47.511262,-122.730507
none,48.007307,-122.46196
none,47.296065,-117.981318
none,48.237437,-122.335715
none,46.442089,-118.717727
none,46.517376,-118.121136
none,48.337505,-120.693153
none,47.005233,-117.351433
none,45.695853,-121.884818
none,48.306937,-117.976392
none,47.202902,-122.189703
none,47.195161,-122.234956
none,46.317364,-119.997587
none,46.3199,-119.998279
none,46.315902,-119.992838
none,46.323133,-119.997912
none,47.710992,-122.603977
none,47.187143,-122.452123
none,47.1974,-122.41427
none,47.302688,-122.424572
none,47.254334,-122.46096
none,47.270044,-122.505683
none,47.241577,-122.447699
none,47.202351,-122.429443
none,47.259688,-122.470009
none,47.256372,-122.463784
none,47.272338,-122.484445
none,47.252367,-122.523434
none,47.195634,-122.441622
none,47.224949,-122.441428
none,47.267684,-122.466388
none,47.216003,-122.43101
none,47.219367,-122.47617
none,47.223999,-122.42096
none,47.29626,-122.402204
none,47.261316,-122.506185
none,47.26956,-122.526165
none,47.266137,-122.448017
none,47.211316,-122.434971
none,47.252201,-122.439368
none,47.271261,-122.486631
none,47.221644,-122.448628
none,47.22912,-122.514359
none,47.231604,-122.436088
none,47.397799,-122.051046
none,47.351785,-122.02595
none,47.388305,-122.101522
none,47.371502,-122.02253
none,47.397931,-122.050757
none,47.4075,-122.015
none,46.324481,-122.74054
none,45.98901,-121.516146
none,47.481366,-122.292247
none,47.474724,-122.280553
none,47.474958,-122.274544
none,47.2075,-122.557451
none,47.211842,-122.541902
none,47.219446,-122.532543
none,47.217767,-122.541881
none,48.169395,-117.72128
none,45.723223,-122.68869
none,45.724013,-122.691034
none,45.693706,-122.678157
none,45.651868,-122.664062
none,45.708276,-122.698923
none,45.635394,-122.638557
none,45.636092,-122.612293
none,45.693909,-122.639555
none,45.62318,-122.608433
none,45.626135,-122.635539
none,45.65473,-122.62771
none,45.635672,-122.675056
none,45.630993,-122.654023
none,45.68284,-122.680434
none,45.619458,-122.585042
none,45.65316,-122.675545
none,45.630516,-122.620278
none,45.623833,-122.61166
none,45.645637,-122.586989
none,45.644103,-122.627549
none,45.702563,-122.66525
none,45.722605,-122.68424
none,45.64394,-122.668498
none,45.66631,-122.598753
none,47.427623,-122.452415
none,47.428087,-122.454421
none,46.2013,-123.3802
none,46.741024,-119.896831
none,46.741517,-119.896595
none,46.741563,-119.899789
none,46.742945,-119.896533
none,46.2663,-118.1545
none,46.2667,-118.1539
none,46.267145,-118.152819
none,46.061955,-118.299628
none,46.056334,-118.353048
none,46.0545,-118.3414
none,46.0742,-118.3228
none,46.0593,-118.3372
none,46.0649,-118.3102
none,46.042724,-118.32386
none,46.0644,-118.3261
none,46.0443,-118.3175
none,46.43605,-120.41588
none,46.438866,-120.418837
none,46.4456,-120.4226
none,46.439431,-120.418866
none,46.435979,-120.41095
none,45.609774,-122.233322
none,45.584688,-122.331882
none,45.585039,-122.327502
none,47.889474,-117.98592
none,47.8983,-117.988
none,46.549532,-120.6501
none,46.585533,-120.6358
none,46.588842,-120.70995
none,46.5747,-120.6322
none,46.578892,-120.608688
none,46.587002,-120.60542
none,46.604881,-121.671853
none,47.1655,-122.02311
none,47.753287,-118.70473
none,46.490029,-122.891997
none,46.492931,-122.940747
none,47.117491,-123.77104
none,45.660918,-120.96182
none,46.377635,-120.329811
